ts_datetime,ts_frc,hh_datetime,hh_frc,ts_cond,ts_wattemp
2019-09-09T14:49:00.000+06,0.57999999999999996,2019-09-10T07:43:00.000+06,0.19,309,28.1
2019-09-05T09:52:00.000+06,0.7,2019-09-05T15:53:00.000+06,0.57999999999999996,291,27.8
2019-09-08T15:41:00.000+06,0.59,2019-09-09T09:00:00.000+06,0.14000000000000001,,27.3
2019-09-08T09:06:00.000+06,0.45,2019-09-08T15:27:00.000+06,0.27,,
2019-09-09T15:07:00.000+06,1.08,2019-09-10T07:34:00.000+06,0.24,310,27.7
2019-09-08T15:51:00.000+06,0.64,2019-09-09T09:09:00.000+06,0.19,,27.8
2019-09-07T08:30:00.000+06,0.78,2019-09-07T15:32:00.000+06,0.77,298,27.1
2019-09-08T09:14:00.000+06,0.43,2019-09-08T15:35:00.000+06,0.32,,
2019-09-09T15:17:00.000+06,1.1299999999999999,2019-09-10T07:21:00.000+06,0.54,313,27.5
2019-09-09T15:59:00.000+06,1.24,2019-09-10T08:34:00.000+06,0.79,,27.4
2019-09-07T08:42:00.000+06,0.72,2019-09-07T15:45:00.000+06,0.45,293,27
2019-09-09T08:33:00.000+06,0.11,2019-09-09T15:13:00.000+06,0.01,,
2019-09-09T15:33:00.000+06,0.42,2019-09-10T07:05:00.000+06,0.11,310,27.6
2019-09-09T16:13:00.000+06,1.08,2019-09-10T08:41:00.000+06,0.67,,27.2
2019-09-07T08:53:00.000+06,0.65,2019-09-07T15:53:00.000+06,0.7,290,27.3
2019-09-09T15:44:00.000+06,0.41,2019-09-10T06:53:00.000+06,0.01,312,27.7
2019-09-09T16:23:00.000+06,1.06,2019-09-10T08:53:00.000+06,0.61,,27.3
2019-09-10T14:57:00.000+06,0.69,2019-09-11T07:19:00.000+06,0.36,310,26.6
2019-09-07T09:08:00.000+06,0.59,2019-09-07T16:04:00.000+06,0.33,290,27.2
2019-09-09T08:57:00.000+06,0.06,2019-09-09T15:25:00.000+06,0.01,,
2019-09-09T16:33:00.000+06,1.04,2019-09-10T09:03:00.000+06,0.59,,27.3
2019-09-10T15:07:00.000+06,0.84,2019-09-11T07:28:00.000+06,0.5,310,26.9
2019-09-07T09:20:00.000+06,0.75,2019-09-07T16:17:00.000+06,0.32,289,27.2
2019-09-10T15:31:00.000+06,0.65,2019-09-11T08:27:00.000+06,0.09,,26.9
2019-09-09T09:05:00.000+06,0.17,2019-09-09T15:35:00.000+06,0.05,,
2019-09-10T15:17:00.000+06,0.66,2019-09-11T07:37:00.000+06,0.08,312,26.8
2019-09-08T09:35:00.000+06,0.75,2019-09-08T16:08:00.000+06,0.48,290,27
2019-09-10T15:40:00.000+06,0.6,2019-09-11T08:37:00.000+06,0.26,,26.9
2019-09-08T09:52:00.000+06,0.77,2019-09-08T16:19:00.000+06,0.47,291,26.8
2019-09-09T09:14:00.000+06,0.08,2019-09-09T15:44:00.000+06,0.02,,
2019-09-10T15:27:00.000+06,0.65,2019-09-11T07:51:00.000+06,0.28000000000000003,312,27.1
2019-09-08T10:02:00.000+06,0.75,2019-09-08T16:26:00.000+06,0.28999999999999998,297,26.9
2019-09-10T15:57:00.000+06,0.67,2019-09-11T08:47:00.000+06,0.39,,27
2019-09-08T10:15:00.000+06,0.73,2019-09-08T16:36:00.000+06,0.33,296,27.1
2019-09-10T08:42:00.000+06,0.71,2019-09-10T14:49:00.000+06,0.42,,
2019-09-10T16:06:00.000+06,0.65,2019-09-11T08:58:00.000+06,0.34,,26.9
2019-09-10T15:37:00.000+06,0.59,2019-09-11T08:02:00.000+06,0.03,310,27.3
2019-09-08T10:21:00.000+06,0.76,2019-09-08T16:44:00.000+06,0.42,297,27.9
2019-09-10T08:55:00.000+06,0.76,2019-09-10T15:01:00.000+06,0.55000000000000004,,
2019-09-10T16:17:00.000+06,0.63,2019-09-11T09:10:00.000+06,0.31,,27.2
2019-09-09T08:24:00.000+06,0.1,2019-09-09T15:45:00.000+06,0.06,481,27.7
2019-09-10T09:05:00.000+06,0.81,2019-09-10T15:14:00.000+06,0.49,,
2019-09-09T08:32:00.000+06,0.1,2019-09-09T15:54:00.000+06,0.04,472,27.5
2019-09-10T09:13:00.000+06,0.76,2019-09-10T15:25:00.000+06,0.45,,
2019-09-09T08:42:00.000+06,0.99,2019-09-09T15:59:00.000+06,0.98,295,27.6
2019-09-10T09:23:00.000+06,0.82,2019-09-10T15:36:00.000+06,0.5,,
2019-09-09T08:49:00.000+06,1,2019-09-09T16:05:00.000+06,1.02,295,27.5
2019-09-09T09:00:00.000+06,1.1499999999999999,2019-09-09T16:14:00.000+06,1.05,295,27.7
2019-09-11T08:40:00.000+06,0.43,2019-09-11T13:31:00.000+06,0.16,,
2019-09-11T08:53:00.000+06,0.53,2019-09-11T13:40:00.000+06,0.19,,
2019-09-10T08:58:00.000+06,0.41,2019-09-10T16:03:00.000+06,0.22,288,26.9
2019-09-11T09:06:00.000+06,0.54,2019-09-11T13:55:00.000+06,0.22,,
2019-09-10T09:24:00.000+06,0.42,2019-09-10T16:16:00.000+06,0.12,231,16.5
2019-09-11T09:15:00.000+06,0.47,2019-09-11T14:12:00.000+06,0.16,,
2019-09-11T09:24:00.000+06,0.49,2019-09-11T14:28:00.000+06,0.25,,
2019-09-10T09:59:00.000+06,0.44,2019-09-10T16:28:00.000+06,0.21,229,27
2019-09-10T10:04:00.000+06,0.46,2019-09-10T16:32:00.000+06,0.11,228,27.2
2019-09-11T08:36:00.000+06,0.26,2019-09-11T14:27:00.000+06,0.14000000000000001,473,27.2
2019-09-11T08:46:00.000+06,0.26,2019-09-11T14:37:00.000+06,0.14000000000000001,473,27.2
2019-09-11T08:55:00.000+06,0.25,2019-09-11T14:49:00.000+06,0.12,471,27.1
2019-09-11T09:06:00.000+06,0.23,2019-09-11T15:02:00.000+06,0.09,469,26.8
2019-09-11T09:21:00.000+06,0.28000000000000003,2019-09-11T15:10:00.000+06,0.11,467,26.8
